"model","importance","wis","dispersion","overpred","underpred","0.01","0.025","0.05","0.1","0.15","0.2","0.25","0.3","0.35","0.4","0.45","0.5","0.55","0.6","0.65","0.7","0.75","0.8","0.85","0.9","0.95","0.975","0.99","target_end_date","location","target"
"Ens.wo.UCSD_NEU-DeepGLEAM",NA,6.2189740610989,5.55356308811253,0.66541097298637,0,1.15118998796655,2.40118998796655,3.37213498796655,4.35433125264599,5.09342698373117,5.94527572000651,6.75731445628185,7.60994329367198,8.16651026349319,9.21043057280828,12.758618116535,16.366355,20.3959730138006,24.4927418448294,29.0784917615831,34.0502786035682,39.5398053754735,47.7831073998658,57.8066618477538,69.3201873451391,88.6580043216143,105.647400722651,126.425044362346,"2021-07-03","MA","4wk ahead inc death"
"Ens.wo.BPagano-RtDriven",NA,7.48147007351414,7.06234821994632,0.419121853567823,0,1.15118873796655,2.40118873796655,3.07618873796655,3.65123125264599,4.11383448373117,4.74539072000651,5.36819695628185,6.05075954367197,6.44966151349319,7.34392682280828,10.747296866535,15.14520889899,20.8790628941705,26.6924421191298,33.0632507425673,39.9146821790905,47.432680833591,57.9491104164898,70.5958133992009,85.4384468840422,109.689569366398,130.948185720884,160.36552999177,"2021-07-03","MA","4wk ahead inc death"
"CovidAnalytics-DELPHI",0.29,3.86351796738814,3.68736664724159,0,0.176151320146548,0,0,0,0,0,0,0,1.67460440485229,4.41307712301932,7.0116199367294,9.52574018168525,12,14.4742598183147,16.9883800632706,19.5869228769807,22.3253955951477,25.280638227603,28.5714410404362,32.4072736299931,37.2336269114094,44.3870095143102,50.5915021099172,57.8055656112083,"2021-07-10","MA","4wk ahead inc death"
"UMass-MechBayes",0.62,3.92217391304348,0.835217391304348,0,3.08695652173913,2,3,3,4,5,5,6,6,7,7,8,8,9,9,10,10,11,12,13,14,17,18,20,"2021-07-10","MA","4wk ahead inc death"
"USC-SI_kJalpha",0.55,4.98774702581421,1.37943075853512,0,3.60831626727908,5.39302135512044,5.39302135512044,5.39302135512044,5.39310665734301,5.39331326004467,5.6519599643274,5.91060666861013,5.91067759292055,5.91080796263414,6.45516043146199,6.99951290028985,7,7.00030665888116,7.35766438565369,7.71502211242623,7.71557165717823,7.71579811215124,19.7353479860732,31.7548978599953,38.7548978599953,49.7548978599953,49.7548978599953,49.7548978599953,"2021-07-10","MA","4wk ahead inc death"
"RobertWalraven-ESG",0.15,6.14623478260869,4.25058260869565,0,1.89565217391304,0,0,0,0,0,0.04,0.09,0.13,0.17,0.21,0.24,0.28,5.25,10.31,15.54,21.06,27.02,33.65,41.39,51.12,65.54,78.04,92.57,"2021-07-10","MA","4wk ahead inc death"
"COVIDhub-baseline",-1.89,24.9941774572311,24.2550470224485,0.739130434782609,0,0,0,0,0,0,0,0,0,0,0,13.1356703567036,32,50.8841743417434,70.6710557105572,91.7362003620036,115.691258912589,142.70315203152,175.40118701187,218.720538205382,273.853687536876,367.946016960169,466.113984889848,586.311851518514,"2021-07-10","MA","4wk ahead inc death"
"Karlen-pypm",0.64,7.53521739130435,0.578695652173913,0,6.95652173913043,0,1,1,2,2,3,3,4,4,4,5,5,5,6,6,7,7,7,8,9,10,12,13,"2021-07-10","MA","4wk ahead inc death"
"SteveMcConnell-CovidComplete",0.52,3.06434782608696,2.07304347826087,0.991304347826087,0,0,7,9.8,11.8,13.2,14.3,15.3,16.1,16.9,17.7,18.4,19,20.6,22.3,24.2,26.2,28.4,30.8,33.6,37.1,42.1,49,59.5,"2021-07-10","MA","4wk ahead inc death"
"UCSD_NEU-DeepGLEAM",-1.2,15.7767216410511,15.5363790876591,0,0.240342553392012,0,0,0,0,0,0,0,0,0,0,0,9.47212127198373,25.5921633644433,41.8401422989065,58.7278054433879,76.5110264818948,95.7015527824419,117.194942239055,142.014689587762,173.487152720659,219.928226367983,260.228331599132,339.037426273379,"2021-07-10","MA","4wk ahead inc death"
"BPagano-RtDriven",0.62,5.82048465652174,0.737680308695652,0,5.08280434782609,1e-05,1e-05,0.90651,2.15367,3.0006,3.67537,4.25501,4.77594,5.25889,5.7173,6.16089,6.59748,7.03408,7.47767,7.93608,8.41903,8.93996,9.5196,10.19437,11.0413,12.28846,13.35352,14.54494,"2021-07-10","MA","4wk ahead inc death"
"Ensemble.all",NA,6.09816225455727,5.92593810611274,0,0.172224148444523,0.821447928346716,1.82144792834672,2.23328126168005,2.81630851748256,3.1771014733383,3.5185922182586,3.8395129631789,4.28791355530809,4.85030834285038,5.34378670757682,7.49575704874208,11.038844585776,16.0927760203758,21.3272124953764,26.8268923105332,32.7691425163122,39.3067890170796,48.2080575863816,59.0090854759036,71.7322961143266,92.1049567447175,110.786915162099,136.947186807011,"2021-07-10","MA","4wk ahead inc death"
"Ens.wo.CovidAnalytics-DELPHI",NA,6.38320735764564,6.20575953847164,0,0.177447819174001,0.924128919390055,2.04912891939005,2.51244141939006,3.16834708216788,3.57423915750558,3.95841624554093,4.31945208357627,4.61457719911507,4.90496224532927,5.13530755393275,7.24200915712418,10.918700158998,16.2950905456335,21.8695665493897,27.7318884897272,34.0746108814578,41.0600578657641,50.6626346546248,62.3343119566424,76.0446297646913,98.0697001485184,118.311341793622,146.839889456486,"2021-07-10","MA","4wk ahead inc death"
"Ens.wo.UMass-MechBayes",NA,6.71798688420301,6.56227819546379,0,0.155708688739219,0.674128919390055,1.67412891939006,2.13744141939006,2.66834708216788,2.94923915750558,3.33341624554093,3.56945208357627,4.07390274972161,4.58159688570668,5.13676004602392,7.43272667983484,11.418700158998,16.9793730229228,22.8681140572985,28.9302538493498,35.6152853308512,42.8451376442145,52.7340647846793,64.7602211603916,78.9488331286175,101.493076337807,122.385279557362,151.565585157887,"2021-07-10","MA","4wk ahead inc death"
"Ens.wo.USC-SI_kJalpha",NA,6.64452543069047,6.49425152455994,0,0.150273906130523,0.25000125,1.37500125,1.83831375,2.49420875,2.900075,3.25192125,3.58062625,4.08506805060654,4.71774589037742,5.20486499209118,7.55778756729861,11.543700158998,17.2293346905627,23.0734060090918,29.2158760852965,35.9008388737039,43.2556628801956,51.7671462864202,62.4158589278921,75.854470896118,97.3987141053078,118.415917324862,147.846222925388,"2021-07-10","MA","4wk ahead inc death"
"Ens.wo.RobertWalraven-ESG",NA,6.24910971028997,6.13535754328988,0,0.113752167000088,0.924128919390055,2.04912891939005,2.51244141939006,3.16834708216788,3.57423915750558,3.95341624554093,4.30820208357627,4.8076527497216,5.43534688570668,5.98551004602392,8.40272667983484,12.383700158998,17.4481230229228,22.7043640572985,28.2377538493498,34.2327853308512,40.8426376442145,50.0278147846793,61.2114711603916,74.3088331286175,95.4255763378072,114.880279557362,142.494335157887,"2021-07-10","MA","4wk ahead inc death"
"Ens.wo.COVIDhub-baseline",NA,4.20408633420522,3.63479949157078,0,0.569286842634445,0.924128919390055,2.04912891939005,2.51244141939006,3.16834708216788,3.57423915750558,3.95841624554093,4.31945208357627,4.82390274972161,5.45659688570668,6.01176004602392,6.79076788524689,8.41870015899797,11.7438512302049,15.1592320934788,18.7132288040994,22.4038779667776,26.3822436402745,32.3089164081956,39.0451538847188,46.467122186508,57.6248242177861,66.3710314461306,80.7766037180728,"2021-07-10","MA","4wk ahead inc death"
"Ens.wo.Karlen-pypm",NA,6.73374775376823,6.5943434128551,0,0.139404340913132,0.924128919390055,1.92412891939006,2.38744141939006,2.91834708216788,3.32423915750558,3.58341624554093,3.94445208357627,4.32390274972161,4.95659688570668,5.51176004602392,7.80772667983484,11.793700158998,17.4793730229228,23.2431140572985,29.4302538493498,35.9902853308512,43.3451376442145,53.3590647846793,65.3852211603916,79.5738331286175,102.368076337807,123.135279557362,152.440585157887,"2021-07-10","MA","4wk ahead inc death"
"Ens.wo.SteveMcConnell-CovidComplete",NA,6.6230412320291,6.40754993459423,0,0.215491297434871,0.924128919390055,1.17412891939006,1.28744141939005,1.69334708216788,1.92423915750558,2.17091624554092,2.40695208357627,2.8114027497216,3.34409688570668,3.79926004602392,6.13272667983484,10.043700158998,15.5293730229228,21.2056140572985,27.1552538493498,33.5902853308512,40.6701376442145,50.3840647846793,62.1852211603915,76.0613331286175,98.3555763378072,118.510279557362,146.628085157887,"2021-07-10","MA","4wk ahead inc death"
"Ens.wo.UCSD_NEU-DeepGLEAM",NA,4.89657253973533,4.72463298341945,0,0.171939556315878,0.924128919390055,2.04912891939005,2.51244141939006,3.16834708216788,3.57423915750558,3.95841624554093,4.31945208357627,4.82390274972161,5.45659688570668,6.01176004602392,8.43272667983484,11.234685,14.9053526023674,18.7630962699352,22.8392781689263,27.3014070206144,32.2574435464093,39.5846970047974,48.6333849619213,59.0129390385351,76.1270480418093,92.1067381074701,111.685906873715,"2021-07-10","MA","4wk ahead inc death"
"Ens.wo.BPagano-RtDriven",NA,6.72255662822475,6.57447033078988,0,0.148086297434871,0.924127669390055,2.04912766939005,2.39912766939005,2.89913833216788,3.19916415750558,3.49899499554092,3.78757583357627,4.22691024972161,4.79923563570668,5.29709754602392,7.66261542983484,11.594015158998,17.2251130229228,23.0584053072985,29.1882438493498,35.8129065808512,43.1026426442145,53.0441147846793,65.1109249103915,79.3186706286175,102.082018837807,122.966089557362,152.247467657887,"2021-07-10","MA","4wk ahead inc death"
"CovidAnalytics-DELPHI",0.17,8.45795878008229,3.57089669359359,0,4.8870620864887,0,0,0,0,0,0,0,0.848152825401485,3.54059751388559,6.09546422851417,8.56732734215257,11,13.4326726578474,15.9045357714858,18.4594024861144,21.1518471745985,24.0574183260469,27.2929095892869,31.0642698125084,35.8095021352856,42.8426512574588,48.9428592394288,56.0356693403191,"2021-07-17","MA","4wk ahead inc death"
"UMass-MechBayes",0.25,17.4060869565217,0.753913043478261,0,16.6521739130435,1,2,3,4,4,5,5,6,6,6,7,7,8,8,9,9,10,11,11,13,14,16,18,"2021-07-17","MA","4wk ahead inc death"
"USC-SI_kJalpha",0.21,11.7346395050211,1.14557029344643,0,10.5890692115747,5.78935897116826,5.78935897116826,5.78935897116826,5.78999009796607,5.79025006571246,6.09609976265929,6.40194945960611,6.40257199226107,6.40282838293206,7.2009667661845,7.99910514943695,8,8.00036859832398,8.43402119048732,8.86767378265067,8.86855644790485,8.86891997443381,16.6850280158415,24.5011360572491,32.5011360572491,39.5011360572491,39.5011360572491,39.5011360572491,"2021-07-17","MA","4wk ahead inc death"
"RobertWalraven-ESG",-0.13,11.3247130434783,3.49253913043478,0,7.83217391304348,0,0,0,0,0,0,0,0,0,0,0,0,4.11,8.3,12.62,17.19,22.11,27.6,34,42.04,53.97,64.3,76.32,"2021-07-17","MA","4wk ahead inc death"
"COVIDhub-baseline",0.55,22.9294612916999,22.7555482482216,0,0.173913043478261,0,0,0,0,0,0,0,0,0,0,5.18936439364395,24,42.6916374163742,62.3474654746549,83.5372778727788,106.408302083021,133.359926099261,165.071736717367,207.159154091541,264.732075320753,355.149795497954,452.371176211759,574.507922979231,"2021-07-17","MA","4wk ahead inc death"
"Karlen-pypm",0.13,21.7539130434783,0.536521739130435,0,21.2173913043478,0,0,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6,7,8,9,10,12,"2021-07-17","MA","4wk ahead inc death"
"SteveMcConnell-CovidComplete",0.3,10.9573913043478,1.28782608695652,0,9.6695652173913,0,5,5.9,6.6,7.1,7.4,7.8,8,8.3,8.6,8.8,9,10.2,11.5,12.8,14.3,15.9,17.6,19.7,22.3,26,31,37.5,"2021-07-17","MA","4wk ahead inc death"
"UCSD_NEU-DeepGLEAM",-0.14,15.9724915354529,14.4637287659356,0,1.50876276951734,0,0,0,0,0,0,0,0,0,0,0,5.98503259934402,21.6567118508786,37.4527695091714,53.8707192012553,71.1593177406466,89.8160787543783,110.711651089758,134.841062000851,165.438150063371,210.587511716601,249.766709845438,326.383808408496,"2021-07-17","MA","4wk ahead inc death"
"BPagano-RtDriven",0.21,19.6045391217391,0.6746726,0,18.9298665217391,1e-05,1e-05,0.82908,1.96971,2.7443,3.36145,3.89158,4.36801,4.80971,5.22896,5.63467,6.03397,6.43328,6.83898,7.25823,7.69993,8.17636,8.70649,9.32364,10.09823,11.23886,12.21295,13.3026,"2021-07-17","MA","4wk ahead inc death"
"Ensemble.all",NA,8.80781394977848,5.40902406679969,0,3.39878988297879,0.754374330129807,1.42104099679647,1.83538210790758,2.1510777886629,2.40383889619027,2.6508388625177,2.78816993995623,3.17985942418473,3.56145954409085,4.0139323327443,5.13227409835927,8.33544473326045,13.169407835936,18.0864191050888,23.4903670380888,28.9753281606857,35.3654114615689,43.4075350458059,53.1765846624611,65.9910103974065,84.6988838365848,102.677203483764,128.172348531699,"2021-07-17","MA","4wk ahead inc death"
"Ens.wo.CovidAnalytics-DELPHI",NA,8.97652220370863,5.63878998845045,0,3.33773221525818,0.848671121396032,1.59867112139603,2.06480487139603,2.41996251224576,2.70431875821406,2.98219372033241,3.13669118245076,3.47132274903263,3.56406729786651,3.75374084577306,4.70289244288511,8.002375324918,13.1364997331971,18.3591545217892,24.1192376070856,29.9532632839466,36.7789106035091,45.4218632278708,55.9406240187051,69.7636989301716,89.9309129089755,109.393996514306,137.189433430622,"2021-07-17","MA","4wk ahead inc death"
"Ens.wo.UMass-MechBayes",NA,9.05911678045732,5.99091294471487,0,3.06820383574245,0.723671121396032,1.34867112139603,1.68980487139603,1.91996251224576,2.20431875821406,2.35719372033241,2.51169118245076,2.82734185220782,3.25664198710221,3.76567387433733,4.89880836065418,8.502375324918,13.815583815428,19.3472214932249,25.3016629178499,31.4722441807714,38.536087894265,47.4584769265317,58.4486577452687,72.6148866970823,93.5362443161579,113.511853919234,141.943892098162,"2021-07-17","MA","4wk ahead inc death"
"Ens.wo.USC-SI_kJalpha",NA,9.01887770650979,5.94195578846885,0,3.07692191804095,0.12500125,0.87500125,1.341135,1.69621375,1.9805375,2.22018125,2.3364475,2.77702035317519,3.2062884392357,3.61555302856427,4.77392021697456,8.377375324918,13.8155377406375,19.292968844414,25.3182036950186,31.4886746247833,38.6774728974608,46.7478484245515,56.7610157381125,70.1772446899262,90.3486023090017,110.574211912078,139.256250091006,"2021-07-17","MA","4wk ahead inc death"
"Ens.wo.RobertWalraven-ESG",NA,8.6790711282834,5.6485846838453,0,3.0304864444381,0.848671121396032,1.59867112139603,2.06480487139603,2.41996251224576,2.70431875821406,2.98219372033241,3.13669118245076,3.57734185220782,4.00664198710221,4.51567387433733,5.77380836065418,9.377375324918,14.301833815428,19.3097214932249,24.8491629178499,30.4484941807714,37.022337894265,45.3834769265317,55.5736577452687,68.9848866970823,88.5399943161579,107.474353919234,134.653892098162,"2021-07-17","MA","4wk ahead inc death"
"Ens.wo.COVIDhub-baseline",NA,9.36084664449265,3.24070854412195,0,6.1201381003707,0.848671121396032,1.59867112139603,2.06480487139603,2.41996251224576,2.70431875821406,2.98219372033241,3.13669118245076,3.57734185220782,4.00664198710221,4.51567387433733,5.12513781144869,6.377375324918,9.47912913838125,12.5537883088931,15.9845031837525,19.2962064203937,23.1160971318574,28.1995098368608,33.9287634838261,41.1483772819882,50.8925198789136,58.9654568927645,72.380401725758,"2021-07-17","MA","4wk ahead inc death"
"Ens.wo.Karlen-pypm",NA,8.93955156306601,6.01808685775835,0,2.92146470530767,0.848671121396032,1.59867112139603,1.93980487139603,2.29496251224576,2.45431875821406,2.73219372033241,2.88669118245076,3.20234185220782,3.63164198710221,4.14067387433733,5.39880836065418,8.877375324918,14.315583815428,19.8472214932249,25.8016629178499,31.9722441807714,39.036087894265,48.0834769265317,58.9486577452687,73.2398866970823,94.1612443161579,114.261853919234,142.693892098162,"2021-07-17","MA","4wk ahead inc death"
"Ens.wo.SteveMcConnell-CovidComplete",NA,9.10650808480514,5.92417381428009,0,3.18233427052506,0.848671121396032,0.973671121396032,1.32730487139603,1.59496251224576,1.81681875821406,2.05719372033241,2.16169118245076,2.57734185220782,2.96914198710221,3.44067387433733,4.67380836065418,8.252375324918,13.540583815428,18.9097214932249,24.8266629178499,30.8097441807714,37.798587894265,46.6334769265317,57.3611577452687,71.4523866970823,92.0362443161579,111.636853919234,139.506392098162,"2021-07-17","MA","4wk ahead inc death"
"Ens.wo.UCSD_NEU-DeepGLEAM",NA,8.66989069727464,4.2771859794077,0,4.39270471786694,0.848671121396032,1.59867112139603,2.06480487139603,2.41996251224576,2.70431875821406,2.98219372033241,3.13669118245076,3.57734185220782,4.00664198710221,4.51567387433733,5.77380836065418,8.62924625,12.1084948340682,15.6656253045785,19.692823017693,23.7023294631905,28.5590780499677,34.9945205403119,42.9685249951623,53.560117939161,68.9628053515827,84.2910151885546,103.3959160471,"2021-07-17","MA","4wk ahead inc death"
"Ens.wo.BPagano-RtDriven",NA,9.01519004241384,6.00081800014965,0,3.01437204226419,0.848669871396032,1.59866987139603,1.96116987139603,2.17374876224576,2.36128125821406,2.56201247033241,2.65024368245076,3.03134060220782,3.40542823710221,3.86205387433733,5.06947461065418,8.623129074918,14.011423815428,19.4923489932249,25.5193841678499,31.6347529307714,38.764042894265,47.7451656765317,58.6582027452687,72.9776079470823,93.8813868161579,113.985235169234,142.531067098162,"2021-07-17","MA","4wk ahead inc death"
"CovidAnalytics-DELPHI",0.13,12.0933141605666,1.87727566321923,0,10.2160384973474,0,0,0,0,0,0.0911024140805239,1.66167327503354,3.07209444870387,4.37905986088299,5.61924222861489,6.81913302190878,8,9.18086697809122,10.3807577713851,11.620940139117,12.9279055512961,14.3383267249665,15.9088975859195,17.7395897407841,20.0430184965007,23.4570469000173,26.4182073924276,29.8611964041156,"2021-07-24","MA","4wk ahead inc death"
"UMass-MechBayes",0.16,18.5939130434783,0.637391304347826,0,17.9565217391304,1,1,2,3,3,4,4,4,5,5,5,6,6,7,7,7,8,9,9,10,11,13,14,"2021-07-24","MA","4wk ahead inc death"
"USC-SI_kJalpha",0.19,10.3569371559799,1.21223398864991,0,9.14470316732995,6.52544681870422,6.52544681870422,6.52544681870422,6.52594441322508,6.52614936333557,6.6952434520721,6.86433754080863,6.86479466970559,6.86498292902033,7.93211771254464,8.99925249606895,9,9.00030788324002,9.25432695012132,9.50834601700262,9.50903273205331,9.50931554179406,19.0545844514942,28.5998533611943,32.5998533611943,37.5998533611943,37.5998533611943,37.5998533611943,"2021-07-24","MA","4wk ahead inc death"
"RobertWalraven-ESG",0.04,8.54198695652174,3.46850869565217,0,5.07347826086956,0,0,0,0,0,1.12,2.31,3.38,4.36,5.3,6.2,7.09,10.36,13.69,17.13,20.76,24.67,29.04,34.12,40.52,49.99,58.21,67.76,"2021-07-24","MA","4wk ahead inc death"
"COVIDhub-baseline",0.31,22.703644073832,22.5732092912234,0,0.130434782608696,0,0,0,0,0,0,0,0,0,0,6.06276212762128,24,42.3907569075691,61.3445234452344,82.3265952659526,104.872702727027,132.326568265683,164.777049770498,207.559319593197,264.965646656467,354.438137881378,453.232211322109,571.015385653855,"2021-07-24","MA","4wk ahead inc death"
"Karlen-pypm",0.06,20.9534782608696,0.518695652173913,0,20.4347826086957,0,0,0,1,1,1,2,2,2,3,3,3,3,4,4,5,5,6,6,7,9,11,14,"2021-07-24","MA","4wk ahead inc death"
"SteveMcConnell-CovidComplete",0.22,11.1478260869565,1.18260869565217,0,9.96521739130435,0,5,5.7,6.2,6.5,6.8,7.1,7.3,7.5,7.7,7.8,8,9.1,10.3,11.6,13,14.5,16.3,18.2,20.7,24.2,29,35,"2021-07-24","MA","4wk ahead inc death"
