"model","importance","wis","dispersion","overpred","underpred","0.01","0.025","0.05","0.1","0.15","0.2","0.25","0.3","0.35","0.4","0.45","0.5","0.55","0.6","0.65","0.7","0.75","0.8","0.85","0.9","0.95","0.975","0.99","target_end_date","location","target"
"Ens.wo.BPagano-RtDriven",NA,11.5289309861267,11.3648081627695,0.164122823357293,0,19.9612763709392,27.1569355007641,32.787682517928,39.3482342140252,44.243387031166,48.2964810297758,53.8407552057297,61.6642430385801,68.8466996593009,75.5600582906342,81.7235791376882,87.7748249372177,94.5068192751676,101.990468336749,109.943527602238,118.380378264385,127.88533965061,139.451432990481,153.6764826403,173.056981834213,205.295525974505,236.314750405608,278.924105527709,"2021-11-06","MA","4wk ahead inc death"
"CovidAnalytics-DELPHI",-0.78,31.7990350860253,14.3981356007906,17.4008994852347,0,0,0,19.6422600635451,44.2380634892288,60.8327352917004,74.0216543785027,85.3365725913573,95.4977188487501,104.913535169733,113.84822408366,122.492639008196,131,139.507360991804,148.15177591634,157.086464830267,166.50228115125,176.663427408643,187.978345621497,201.1672647083,217.761936510771,242.357739936455,263.690931338217,288.495376679381,"2021-11-13","MA","4wk ahead inc death"
"UMass-MechBayes",0.16,10.9965217391304,10.9095652173913,0,0.0869565217391304,20,23,26,32,39,43,47,50,54,59,64,69,75,81,89,98,109,124,147,179,246,311,446,"2021-11-13","MA","4wk ahead inc death"
"USC-SI_kJalpha",1.19,2.07473441950207,1.76697422647781,0.30776019302426,0,57.9580903098078,58.2190141044557,60.1839497779183,62.6592521143612,64.2603677023453,67.3041102947627,69.9213179966991,70.3068331759132,71.1051191048567,71.9235971710059,72.2925826617133,73.4358865644062,75.003589428559,75.8359625495902,76.5638219529428,76.7007459270202,78.8539529278584,79.6062060422698,82.9666423303279,90.6220150573645,96.7618934123911,99.9194815210358,111.896125098924,"2021-11-13","MA","4wk ahead inc death"
"RobertWalraven-ESG",0.74,9.98738695652174,7.95521304347826,0,2.03217391304348,0,0,0,7.64,16.91,24.28,30.6,36.28,41.54,46.52,51.34,56.08,60.82,65.64,70.63,75.89,81.56,87.88,95.25,104.52,118.26,130.17,144.02,"2021-11-13","MA","4wk ahead inc death"
"COVIDhub-baseline",-1.85,26.6577788167881,26.1795179472229,0.478260869565217,0,0,0,0,0,0,0,0,13.7555465554654,33.6135131351314,50.918828188282,66.6161296612966,82,96.8770887708877,112.873959739597,130.111026110261,150.760369603696,174.579228292283,204.131308313083,241.74851198512,299.173687736878,384.55149901499,476.309092590925,600.33791447914,"2021-11-13","MA","4wk ahead inc death"
"Karlen-pypm",0.91,4.81913043478261,4.7104347826087,0,0.108695652173913,30,35,39,44,49,52,55,58,61,64,66.6,68.5,72,75,78,81,85,90,94,102,111,123,134,"2021-11-13","MA","4wk ahead inc death"
"SteveMcConnell-CovidComplete",0.65,6.44834782608696,6.44834782608696,0,0,28.2,38,45.6,51.1,54.9,58,60.7,63.1,65.3,67.3,69.2,71,76.3,81.9,87.9,94.4,101.6,109.5,118.7,130.1,146.5,169,178.8,"2021-11-13","MA","4wk ahead inc death"
"UCSD_NEU-DeepGLEAM",-0.94,20.5989674419477,20.4587632729229,0,0.140204169024739,0,0,0,0,0,0,7.54767703163041,20.9514516045089,33.3722827087096,45.1676043328427,56.5161334712131,67.775304112431,82.5337340484313,97.409294380749,112.870506694654,129.151631782781,146.721191230401,166.399097811734,189.122394697322,217.936472191418,260.454806054657,297.350880894658,369.503205026215,"2021-11-13","MA","4wk ahead inc death"
"BPagano-RtDriven",0.38,8.68560063913044,7.29134585652174,1.3942547826087,0,4.21654,15.96849,26.47412,38.77586,47.12983,53.78574,59.50322,64.64158,69.4053,73.92695,78.30248,82.609,86.91552,91.29105,95.8127,100.57641,105.71477,111.43226,118.08816,126.44213,138.74388,149.2495,161.00145,"2021-11-13","MA","4wk ahead inc death"
"Ensemble.all",NA,11.5064781114599,11.1242553081668,0.382222803293117,0,15.5971811455342,18.9097226782729,24.1000366490515,31.15701951151,36.8925481104495,41.376833852585,46.1787541799652,52.5036811316264,59.3610833464923,65.8450226417545,71.9288849780466,77.9333545196486,84.9952548044091,92.1224491762529,99.7749466209028,108.109048718305,117.743618873243,128.99191308762,143.115885969008,163.061804610715,193.847757602055,224.409987371648,270.450452364851,"2021-11-13","MA","4wk ahead inc death"
"Ens.wo.CovidAnalytics-DELPHI",NA,10.7280647861369,10.7150202715888,0.013044514548028,0,17.546828788726,21.273438013057,24.6572587222398,29.5218890142952,33.9000247127932,37.2962312868453,41.2840268785412,47.1294264169859,53.6670268685872,59.8446224615163,65.6084157242779,71.3000238346046,78.1812415309847,85.118783333742,92.6110068447322,100.809894664187,110.378642806318,121.618609020886,135.859463626596,156.224288123208,187.784009810255,219.499869375827,268.194836825535,"2021-11-13","MA","4wk ahead inc death"
"Ens.wo.UMass-MechBayes",NA,11.6680487449576,11.1510915695137,0.516957175443886,0,15.046828788726,18.398438013057,23.8625412301829,31.0516469504487,36.6291166242557,41.1739380841582,46.0760984524609,52.8166412730797,60.0312187648038,66.7006504719738,72.9199956003024,79.0500238346046,86.2446616549603,93.5127553232845,101.121814948516,109.372679808093,118.836571232398,129.615902223573,142.630371715134,161.069530187054,187.328727302312,213.586235793104,248.506758910458,"2021-11-13","MA","4wk ahead inc death"
"Ens.wo.USC-SI_kJalpha",NA,12.6966277716053,12.2939154433779,0.402712328227405,0,10.3020675,13.99606125,19.5895475079431,27.2192404361536,33.4715706614626,38.1359242973128,43.2109337028735,50.2782871260906,57.8930788766967,65.0852008255981,71.8834227675882,78.4955380140539,86.2442129763904,94.1582600045858,102.676337204398,112.035086567216,122.604827116416,135.165126468289,150.634541423843,172.116778304883,205.983490625763,239.971300602975,290.269743273092,"2021-11-13","MA","4wk ahead inc death"
"Ens.wo.RobertWalraven-ESG",NA,12.2451688536533,11.5203855912529,0.724783262400408,0,17.546828788726,21.273438013057,27.1125412301829,34.0966469504488,39.3903666242557,43.5139380841582,48.1260984524609,54.5316412730797,61.5887187648038,68.2606504719738,74.5024956003024,80.6650238346047,88.0171616549602,95.4327553232845,103.418064948516,112.136429808093,122.266571232398,134.130902223573,149.099121715134,170.379530187054,203.296227302312,236.189985793104,286.254258910458,"2021-11-13","MA","4wk ahead inc death"
"Ens.wo.COVIDhub-baseline",NA,9.66021628784502,9.24234747828479,0.417868809560228,0,17.546828788726,21.273438013057,27.1125412301829,35.0516469504487,41.5041166242557,46.5489380841582,51.9510984524609,57.3471979536465,62.5795296229124,67.7107969484386,72.5929793926403,77.4250238346046,83.5100255585993,89.5285103558349,95.982936684733,102.777633607631,110.639167695863,119.599488684438,130.786807716994,146.047819219944,170.009789925438,192.922599219239,229.214519600565,"2021-11-13","MA","4wk ahead inc death"
"Ens.wo.Karlen-pypm",NA,12.4173965710446,11.9259828738616,0.491413697183017,0,13.796828788726,16.898438013057,22.2375412301829,29.5516469504487,35.3791166242557,40.0489380841582,45.0760984524609,51.8166412730797,59.1562187648038,66.0756504719738,72.5949956003024,79.1125238346046,86.6196616549603,94.2627553232845,102.496814948516,111.497679808093,121.836571232398,133.865902223573,149.255371715134,170.694530187054,204.203727302312,237.086235793104,287.506758910458,"2021-11-13","MA","4wk ahead inc death"
"Ens.wo.SteveMcConnell-CovidComplete",NA,12.1583096145228,11.7087437434268,0.449565871096061,0,14.021828788726,16.523438013057,21.4125412301829,28.6641469504487,34.6416166242557,39.2989380841582,44.3635984524608,51.1791412730797,58.6187187648038,65.6631504719738,72.2699956003024,78.8000238346046,86.0821616549602,93.4002553232845,101.259314948516,109.822679808093,119.761571232398,131.428402223573,146.167871715134,167.182030187054,199.766227302312,231.336235793104,281.906758910457,"2021-11-13","MA","4wk ahead inc death"
"Ens.wo.UCSD_NEU-DeepGLEAM",NA,10.5624013192398,9.95744181257228,0.60495950666749,0,17.546828788726,21.273438013057,27.1125412301829,35.0516469504487,41.5041166242557,46.5489380841582,51.0076388235071,56.4477098225161,62.6096834262151,68.4296999303685,73.8554789164007,79.2031108205508,85.3029448989063,91.4615935256909,98.1380016116838,105.478725835246,114.121422328598,124.316014997106,137.365072377968,156.202471163127,185.52187654548,215.292375681272,258.068858282181,"2021-11-13","MA","4wk ahead inc death"
"Ens.wo.BPagano-RtDriven",NA,11.8909024694142,11.6033689896224,0.287533479791714,0,17.019761288726,19.277376763057,23.8032762301829,30.2046644504487,35.6128878742557,39.8257205841582,44.5131959524609,50.9864437730797,58.1055562648038,64.8347817219738,71.1321856003024,77.3488988346047,84.7552216549603,92.2263740732845,100.270227448516,109.050628558093,119.247224982398,131.186869723573,146.244351715134,167.639263937054,200.735742302312,233.805048293104,284.131577660457,"2021-11-13","MA","4wk ahead inc death"
"CovidAnalytics-DELPHI",1.76,17.1135139900172,12.4909987876651,4.62251520235217,0,0,11.0143040758339,29.5009620175297,50.8148946668371,65.1953038372012,76.6243971775621,86.4295415978195,95.2348643279402,103.394308092811,111.136822311928,118.627794422311,126,133.372205577689,140.863177688072,148.605691907189,156.76513567206,165.570458402181,175.375602822438,186.804696162799,201.185105333163,222.49903798247,240.985695924166,262.480430950909,"2021-11-20","MA","4wk ahead inc death"
"UMass-MechBayes",-0.37,17.1195652173913,10.8152173913043,0,6.30434782608696,19,23,27,32,37,42,46,50,54,57,62,67,73,80,86,96,106,122,144,180,247,334,479,"2021-11-20","MA","4wk ahead inc death"
"USC-SI_kJalpha",0.6,28.8513383791209,0.742789659697893,0,28.108548719423,60.589572127433,61.4692642399968,61.6768581769065,62.6734417368116,63.3156129226663,63.4623564452017,63.5189382149383,64.3467173872068,64.6087933827894,64.768478894181,65.1757457848562,65.6828828812741,66.2878523923773,66.567021168234,67.1165052458618,68.0337850166292,68.5969644772795,69.1766421594879,70.0046708479349,71.7741069012372,72.6191024164982,73.385799175514,77.347798484944,"2021-11-20","MA","4wk ahead inc death"
"RobertWalraven-ESG",0.01,14.8124347826087,7.972,0,6.84043478260869,0,0,8.56,22.2,31.41,38.73,45,50.64,55.86,60.82,65.6,70.31,75.02,79.8,84.76,89.98,95.62,101.9,109.21,118.42,132.06,143.9,157.65,"2021-11-20","MA","4wk ahead inc death"
"COVIDhub-baseline",-1.08,26.7765361927967,26.1192048368745,0,0.657331355922253,0,0,0,0,0,0,0,14.620280202802,34.9080900809008,52.4973049730497,68.5089695896961,83,97.9406894068941,113.468502685027,130.940689406894,151.150102501025,174.94803198032,204.708745087451,242.949407494075,300.024664246643,381.834792847929,476.319601696017,604.438192181919,"2021-11-20","MA","4wk ahead inc death"
"Karlen-pypm",-0.06,27.6821739130435,4.05173913043478,0,23.6304347826087,19,22,28,33,37,40,43,45,47,50,52,54.5,57,59,62,65,68,71,76,83,91,105,116,"2021-11-20","MA","4wk ahead inc death"
"SteveMcConnell-CovidComplete",-0.02,17.6215652173913,5.50852173913043,0,12.1130434782609,23.6,32,38.4,43.1,46.4,49,51.3,53.3,55.2,56.9,58.5,60,64.5,69.4,74.5,80.1,86.2,93,100.9,110.6,124.7,144,152.4,"2021-11-20","MA","4wk ahead inc death"
"UCSD_NEU-DeepGLEAM",-0.53,22.37808287515,21.7046999956874,0,0.673382879462561,0,0,0,0,0,7.59638812698286,22.5439597996949,35.890005936045,48.257342022396,60.001862622384,71.3015150178271,82.5121937723611,98.1125629260651,113.83674453337,130.179988408679,147.389919459193,165.961787499317,186.762279704256,210.781895702816,241.239759288619,286.183679945718,325.184602829978,401.453074248087,"2021-11-20","MA","4wk ahead inc death"
"BPagano-RtDriven",0.12,15.4263999826087,6.10177780869565,0,9.32462217391304,3.52862,13.36327,22.15492,32.44966,39.4407,45.0107,49.79539,54.09544,58.08196,61.86592,65.52759,69.13151,72.73543,76.3971,80.18105,84.16758,88.46762,93.25231,98.82232,105.81336,116.1081,124.89975,134.7344,"2021-11-20","MA","4wk ahead inc death"
"Ensemble.all",NA,13.9582262110721,10.6118832610545,0,3.34634295001768,13.9686880141592,18.0940931462034,23.9214155771596,30.6931107115165,35.5290685288742,40.2693157499719,45.2875366236059,51.4585897615549,57.923388175433,63.8878209779492,69.6935127571878,75.3485096281817,81.9965267003362,88.8147273416337,96.031547218736,104.287391405434,113.262762484344,124.130619974848,137.719221134181,156.895221752185,186.000523688068,218.630605513964,265.05598842954,"2021-11-20","MA","4wk ahead inc death"
"Ens.wo.CovidAnalytics-DELPHI",NA,15.7179305976513,10.3769938202281,0,5.34093677742318,15.7147740159291,18.9790667799996,23.2239722721133,28.1778877171014,31.8207891153333,35.7249305715231,40.1447860018291,45.9865554407567,52.2395231857608,57.9816958112018,63.5767275490474,69.0170733317044,75.5745668406671,82.3086710483289,89.4597791326794,97.7276733721059,106.724300494615,117.724997118899,131.583536755603,151.358986304562,181.438209401268,215.836219212689,265.377933114369,"2021-11-20","MA","4wk ahead inc death"
"Ens.wo.UMass-MechBayes",NA,13.584797965717,10.5864664947732,0,2.99833147094381,13.3397740159291,17.4808547894788,23.5365925243045,30.5297495504561,35.3452020949834,40.0529802187183,45.1984787015566,51.6409134817493,58.4138116973621,64.7487986001928,70.6552018518363,76.3920733317044,83.1210925378782,89.9165682593379,97.285490621078,105.323315331113,114.170607794887,124.396947471704,136.934123775953,154.007124471208,178.375589149077,204.209431203209,238.312986983232,"2021-11-20","MA","4wk ahead inc death"
"Ens.wo.USC-SI_kJalpha",NA,14.5555931709708,11.845519961224,0,2.71007320974676,8.1410775,12.6721967594792,19.2019852521912,26.6955693333546,32.0557504796502,37.3701856630681,43.0086114246893,49.8475738083484,57.0877125245135,63.7777387384202,70.2582336287293,76.5567129715451,83.960110988831,91.5956906133086,99.6459274653453,108.819092204035,118.845987235227,130.999867201768,146.183539919961,167.535361108553,200.173201347015,236.78620630627,288.519512172614,"2021-11-20","MA","4wk ahead inc death"
"Ens.wo.RobertWalraven-ESG",NA,13.9644936178909,10.9418686686863,0,3.02262494920468,15.7147740159291,20.3558547894788,25.8415925243045,31.7547495504561,36.0439520949834,40.4617302187183,45.3234787015566,51.5609134817493,58.1813116973621,64.2712986001928,70.2052018518363,75.9783233317044,82.8685925378782,89.9415682593379,97.440490621078,106.075815331113,115.468107794887,126.909447471704,141.282873775953,161.704624471208,192.743089149077,227.971931203209,278.481736983232,"2021-11-20","MA","4wk ahead inc death"
"Ens.wo.COVIDhub-baseline",NA,12.8821243339209,8.67346806407695,0,4.20865626984397,15.7147740159291,20.3558547894788,26.9115925243045,34.5297495504561,39.9702020949834,45.3029802187183,50.9484787015566,56.063378456399,60.8003004372496,65.3116354785616,69.8415806531243,74.3920733317044,80.0035063620164,85.7330054237095,91.6679044452162,98.4295525184853,105.552103797347,114.058354335773,124.565447839194,139.004041440377,161.521240043086,186.419480991207,222.633212960493,"2021-11-20","MA","4wk ahead inc death"
"Ens.wo.Karlen-pypm",NA,13.8979928023325,11.4319012773819,0,2.46609152495059,13.3397740159291,17.6058547894788,23.4115925243045,30.4047495504561,35.3452020949834,40.3029802187183,45.5734787015566,52.2659134817493,59.2888116973621,65.6237986001928,71.9052018518363,77.9545733317044,85.1210925378782,92.5415682593379,100.285490621078,109.198315331113,118.920607794887,130.771947471704,145.434123775953,166.132124471208,197.875589149077,232.834431203209,283.687986983232,"2021-11-20","MA","4wk ahead inc death"
"Ens.wo.SteveMcConnell-CovidComplete",NA,13.9403514979847,11.249803451295,0,2.69054804668972,12.7647740159291,16.3558547894788,22.1115925243045,29.1422495504561,34.1702020949834,39.1779802187183,44.5359787015566,51.2284134817493,58.2638116973622,64.7612986001928,71.0927018518363,77.2670733317044,84.1835925378782,91.2415682593379,98.722990621078,107.310815331113,116.645607794887,128.021947471704,142.321623775953,162.682124471208,193.663089149077,227.959431203209,279.137986983232,"2021-11-20","MA","4wk ahead inc death"
"Ens.wo.UCSD_NEU-DeepGLEAM",NA,13.428888648368,9.22528116922533,0,4.20360747914266,15.7147740159291,20.3558547894788,26.9115925243045,34.5297495504561,39.9702020949834,44.3534317028455,48.1304837265947,53.4046627397436,59.1316439445627,64.3735657723948,69.4925124746079,74.4530491101593,79.9820221721201,85.6869751926666,91.7629920699931,98.8995753987143,106.675384357473,116.301662508672,128.586386813101,146.35215456013,173.477629155862,205.311355849462,248.006352702222,"2021-11-20","MA","4wk ahead inc death"
"Ens.wo.BPagano-RtDriven",NA,14.081393239289,11.1756464425993,0,2.90574679668972,15.2736965159291,18.6854460394788,24.1422275243045,30.4735420504561,35.0401145949834,39.6766427187183,44.7240549515566,51.1289834817493,57.9035666973622,64.1405586001928,70.2142531018363,76.1256345817044,83.1541637878782,90.3669307593379,98.012859371078,106.802367831113,116.362155294887,127.990408721704,142.581333775953,163.280454471208,194.737076649077,230.346962453209,281.346186983232,"2021-11-20","MA","4wk ahead inc death"
"CovidAnalytics-DELPHI",0.16,21.6135388600864,12.5484812265962,9.0650576334902,0,0,5.44008978861893,24.019066196779,45.4394361254854,59.8916580229488,71.3778258422935,81.2319350835169,90.0812297361845,98.2814200404209,106.062598740784,113.590979184231,121,128.409020815769,135.937401259216,143.718579959579,151.918770263812,160.768064916483,170.622174157706,182.108341977051,196.560563874515,217.980933803221,236.559910211381,258.161985406423,"2021-11-27","MA","4wk ahead inc death"
"UMass-MechBayes",-0.45,14.895652173913,14.8086956521739,0,0.0869565217391304,20,24,27,34,41,44,50,54,60,67,72,79,87,96,106,122,137,159,194,240,304,378,465,"2021-11-27","MA","4wk ahead inc death"
"USC-SI_kJalpha",1.14,6.33823167702936,1.67821005239246,0,4.6600216246369,55.0628408112934,55.6154947518407,57.4416029246349,60.4458236144819,61.6503574306589,64.0727184976404,64.6694536183105,66.486263586763,67.8750951725488,68.8439959072984,69.8950651148394,70.7271770606826,72.031612940948,72.6241710217005,73.4606483851385,73.5214944346417,74.4042042278907,76.3271234487206,77.3871848064323,79.789723520862,96.9402420874922,100.747328324378,102.830402727507,"2021-11-27","MA","4wk ahead inc death"
"RobertWalraven-ESG",0.34,9.859,7.91073913043478,0,1.94826086956522,0,0,5.1,18.66,27.81,35.08,41.32,46.92,52.11,57.03,61.79,66.47,71.14,75.9,80.82,86.01,91.61,97.85,105.12,114.27,127.83,139.58,153.25,"2021-11-27","MA","4wk ahead inc death"
"COVIDhub-baseline",-1.82,26.1358643924048,25.9619513489265,0.173913043478261,0,0,0,0,0,0,0,0,18.1606396063961,37.7609456094562,55.0592005920059,70.4423119231192,85,99.9286702867029,115.10094700947,132.193001930019,151.960833608336,175.860938609386,204.227798277983,241.485669356694,299.216429164291,384.585054350544,475.751133761337,600.728407984078,"2021-11-27","MA","4wk ahead inc death"
"Karlen-pypm",0.79,9.59217391304348,4.12260869565217,0,5.4695652173913,26,31,34,40,44,47.8,50,53,56,58,60,62,65,67,70.4,73,77,80.2,85,89.1,101,109,119,"2021-11-27","MA","4wk ahead inc death"
"SteveMcConnell-CovidComplete",0.57,9.03869565217391,5.90826086956522,0,3.1304347826087,23,32,38.9,43.9,47.4,50.2,52.6,54.8,56.8,58.7,60.4,62,66.9,72,77.6,83.5,90.1,97.4,105.8,116.2,131.4,152,161,"2021-11-27","MA","4wk ahead inc death"
"UCSD_NEU-DeepGLEAM",-1.15,20.4348150656186,20.3726741889096,0,0.0621408767090045,0,0,0,0,0,5.10052068687172,19.959190730817,33.2258604129111,45.5196409849849,57.1943103052276,68.4267573027339,79.5707598356929,93.7424609944889,108.026635972006,122.873180043125,138.507040845289,155.37811365338,174.273715198441,196.093636030238,223.762195435507,264.590191631086,300.019444528076,369.303316859967,"2021-11-27","MA","4wk ahead inc death"
"BPagano-RtDriven",0.53,7.0248505,6.90400354347826,0,0.120846956521739,3.99254,15.12019,25.06772,36.71595,44.62613,50.92845,56.3422,61.20759,65.71824,69.99969,74.14278,78.22052,82.29826,86.44134,90.72279,95.23344,100.09883,105.51258,111.8149,119.72508,131.37331,141.32084,152.44849,"2021-11-27","MA","4wk ahead inc death"
"Ensemble.all",NA,11.2558981226599,11.1350694120143,0,0.120828710645529,14.2283756456993,18.1306416156066,23.5031543468238,31.0179121933297,36.2642383837342,40.9510572252006,46.2358643814049,53.097953704695,60.0072602008234,66.4321995050351,72.2986548361026,78.2209396551528,85.161113893101,92.1144994735992,99.7542444797624,108.405731016898,118.02446126746,129.490376786983,144.312192463379,164.291554666131,195.52219243026,225.886517425019,264.635844775331,"2021-11-27","MA","4wk ahead inc death"
"Ens.wo.CovidAnalytics-DELPHI",NA,11.4199664931228,10.9583929351916,0,0.461573557931222,16.0069226014117,19.7169605939801,23.4386653655794,29.2152217018102,33.3108109288324,37.147711148064,41.8613555436409,48.4750442007588,55.2229902208737,61.4783996005665,67.1371142925866,72.8735571120469,79.7551255277675,86.6366367503971,94.2587025447853,102.966601111033,112.681510811332,124.348902115643,139.587673774171,160.257928515083,192.71484975864,224.552343326724,265.445077196444,"2021-11-27","MA","4wk ahead inc death"
"Ens.wo.UMass-MechBayes",NA,10.8009288662532,10.6758661319944,0,0.125062734258829,13.5069226014117,17.3969718175575,23.0660486401767,30.6451512174959,35.672268181701,40.5699393783507,45.7653474290805,52.9851979177818,60.0081677259263,66.3612244431645,72.3359866906154,78.1235571120469,84.9312531297386,91.6288119077991,98.9735250397327,106.70644739401,115.652518925892,125.801673885356,138.101216521302,154.827998999397,181.962466484043,206.872332103147,239.590325372247,"2021-11-27","MA","4wk ahead inc death"
"Ens.wo.USC-SI_kJalpha",NA,12.3972785719905,12.3171768319671,0,0.0801017400234081,9.1240675,13.4450349735774,19.2608482745974,27.3394232656857,33.0909735028686,38.0608495661457,43.9316657267917,51.4244149694365,59.0237808293577,66.1307249547522,72.5991035512605,79.1576599794616,86.8023015121201,94.5507905300865,103.04094399159,112.76626058968,123.476993397406,136.135783454266,152.677818420498,174.854283559289,207.844936223106,241.528916062599,284.861525031308,"2021-11-27","MA","4wk ahead inc death"
"Ens.wo.RobertWalraven-ESG",NA,11.5950756053837,11.5381106972118,0,0.0569649081718724,16.0069226014117,20.3969718175575,25.8035486401767,32.5626512174959,37.321018181701,41.6849393783507,46.8503474290805,53.8701979177818,60.9944177259263,67.6074744431645,73.6122366906154,79.6898071120469,86.9137531297386,94.1413119077991,102.121025039733,111.20519739401,121.326268925892,133.445423885356,149.211216521302,170.544248999397,203.983716484043,236.674832103147,278.559075372247,"2021-11-27","MA","4wk ahead inc death"
"Ens.wo.COVIDhub-baseline",NA,9.43938059981133,9.28170916990032,0,0.157671429911003,16.0069226014117,20.3969718175575,26.4410486401767,34.8951512174959,40.797268181701,46.0699393783507,52.0153474290805,57.4651179669823,62.7880495247443,67.8538243691637,72.5306977002255,77.3735571120469,83.3151693439007,89.2411935316153,95.6993997984803,102.961343192968,110.794901599719,120.148199100608,132.165507851715,147.42594535386,171.889334690225,194.653440382979,222.624274374237,"2021-11-27","MA","4wk ahead inc death"
"Ens.wo.Karlen-pypm",NA,12.0442984314706,12.0116270015596,0,0.0326714299110027,12.7569226014117,16.5219718175575,22.1910486401767,29.8951512174959,35.297268181701,40.0949393783507,45.7653474290805,53.1101979177818,60.5081677259263,67.4862244431645,73.8359866906154,80.2485571120469,87.6812531297386,95.2538119077991,103.423525039733,112.83144739401,123.152518925892,135.651673885356,151.726216521302,173.690498999397,207.337466484043,240.497332103147,282.840325372247,"2021-11-27","MA","4wk ahead inc death"
"Ens.wo.SteveMcConnell-CovidComplete",NA,11.8210919097315,11.7884204798205,0,0.0326714299110027,13.1319226014117,16.3969718175575,21.5785486401767,29.4076512174959,34.872268181701,39.7949393783507,45.4403474290805,52.8851979177818,60.4081677259263,67.3987244431645,73.7859866906154,80.2485571120469,87.4437531297386,94.6288119077991,102.523525039733,111.51894739401,121.515018925892,133.501673885356,149.126216521302,170.302998999397,203.537466484043,235.122332103147,277.590325372247,"2021-11-27","MA","4wk ahead inc death"
"Ens.wo.UCSD_NEU-DeepGLEAM",NA,10.10853350479,9.98036881490244,0,0.128164689887595,16.0069226014117,20.3969718175575,26.4410486401767,34.8951512174959,40.797268181701,45.4323742924917,49.5204485877284,55.5819653661679,61.8182126028032,67.586935655011,72.7826420277737,78.0522121325853,84.0884455054275,90.1254824112983,96.8643775343421,104.643067288349,113.35525471922,123.892459485551,137.839512017522,156.857724569958,186.888692530157,216.619901537137,251.552410764751,"2021-11-27","MA","4wk ahead inc death"
"Ens.wo.BPagano-RtDriven",NA,11.7847790754924,11.6639526455814,0,0.120826429911002,15.5078551014117,18.5069480675575,23.3075836401767,30.3056574674959,35.219001931701,39.7038831283507,44.9725724290806,52.0842491677818,59.2933877259264,65.9862631931645,72.0681391906154,78.2209921120469,85.5189706297386,92.8236444077991,100.883176289733,110.05226739401,120.265165175892,132.487601385356,148.374354021302,169.862363999397,203.540802734043,236.457227103146,278.659264122247,"2021-11-27","MA","4wk ahead inc death"
"CovidAnalytics-DELPHI",-1.18,38.5759769002062,12.7062100492514,0,25.8697668509548,0,0,0,0,0,3.86887524757185,14.4198016490554,23.8948596476766,32.6749129493182,41.0063249292907,49.0670624385602,57,64.9329375614398,72.9936750707093,81.3250870506818,90.1051403523234,99.5801983509446,110.131124752428,122.429518075493,137.903705122266,160.838781350652,180.731539579607,203.861170063981,"2021-12-04","MA","4wk ahead inc death"
"UMass-MechBayes",1.27,31.3817391304348,29.9904347826087,0,1.39130434782609,25,30,37,42,50,57,63,70,75,84,95,107,124,137,155,189,221,262,336,471,818,1050,1634,"2021-12-04","MA","4wk ahead inc death"
"USC-SI_kJalpha",0.44,39.6721400531269,1.9528291805978,0,37.7193108725291,57.2731953341488,60.643430645865,62.785797858367,66.0153921699366,68.3537406649448,70.379088710275,72.2928185293567,73.2623640944114,74.6106583397905,76.0877731475557,77.441225419585,78.5531804209461,79.2503737038535,80.6158049856149,81.9404684212041,82.1144049107427,82.8102517849877,82.9741298175159,86.3269186587513,90.3349006051285,109.590308239975,115.901381768064,118.592391859605,"2021-12-04","MA","4wk ahead inc death"
"RobertWalraven-ESG",1.19,15.1141130434783,7.88889565217391,0,7.22521739130435,14.49,28.06,39.74,53.2,62.29,69.51,75.71,81.27,86.42,91.31,96.04,100.68,105.33,110.05,114.94,120.09,125.66,131.85,139.07,148.16,161.63,173.3,186.87,"2021-12-04","MA","4wk ahead inc death"
"COVIDhub-baseline",0.21,30.6655182340954,26.2297037889944,0,4.43581444510096,0,0,0,0,0,0,0.0842458424583867,24.5673356733567,44.8816928169282,61.3358333583336,76.7025610256103,91,105.459036590366,120.529097290973,137.769003690037,157.511178111781,181.519315193152,210.653502535025,248.713397633976,305.70183601836,385.923254232542,477.009856598566,604.209224092236,"2021-12-04","MA","4wk ahead inc death"
"Karlen-pypm",-0.51,49.5660869565217,4.22695652173913,0,45.3391304347826,27,31,35,39.9,43,46,49,51,54,56,59,62,64,66,69,72,76,80,84,89.1,101,109,121,"2021-12-04","MA","4wk ahead inc death"
"SteveMcConnell-CovidComplete",0.15,26.755652173913,6.88608695652174,0,19.8695652173913,27.5,38,46.3,52.3,56.5,59.9,62.8,65.4,67.8,70,72.1,74,79.6,85.6,92,98.9,106.4,114.9,124.6,136.7,154.1,178,188.5,"2021-12-04","MA","4wk ahead inc death"
"UCSD_NEU-DeepGLEAM",-0.16,29.1133458783022,21.0957228639794,0,8.01762301432284,0,0,0,0,0,0.438120948914857,15.6678790753099,29.2658774024484,41.8666891855967,53.8329277134786,65.3458996304558,76.7682182252522,91.7115166740872,106.773412729659,122.428296818915,138.913364155328,156.703005165846,176.627403097626,199.635338804563,228.810350061812,271.861281307266,309.219527429354,382.275653179214,"2021-12-04","MA","4wk ahead inc death"
"BPagano-RtDriven",0.46,24.255893326087,7.52378636956522,0,16.7321069565217,4.35096,16.47755,27.31808,40.012,48.63228,55.50037,61.40012,66.70229,71.61786,76.28366,80.79868,85.24248,89.68629,94.20131,98.86711,103.78268,109.08485,114.9846,121.85269,130.47297,143.16688,154.00742,166.13401,"2021-12-04","MA","4wk ahead inc death"
